item_id,verb_condition,verb,subject_condition,subject,context_condition,context,predicate_condition,predicate,Preamble,prefix,CriticalWord,intervention_simple,continuation,aux,verb_1_o,sentence,question,group_id,answer1,answer2,question_delay,correct_answer,with_question,material_id
1,word2,is picking,subject2,the gardener,nocontext,,1,bag,the gardener,the gardener is picking the,is picking,the,bag,Is,packing,the gardener is picking the bag,Is the gardener packing the bag?,16,Yes,No,0,0,true,10
2,random,is habsdeing,subject2,the bored person,context2,"on the train, ",1,form,"on the train, the bored person","on the train, the bored person is habsdeing the",is habsdeing,the,form,Is,filling,"on the train, the bored person is habsdeing the form",Is the bored person filling the form?,16,Yes,No,0,0,true,12
3,word2,licked,neutral,he,context1,"on the playground, ",1,ball,"on the playground, he","on the playground, he licked the",licked,the,ball,Did,kick,"on the playground, he licked the ball",Did he kick the ball?,16,Yes,No,0,0,true,1
4,random,asdafes,subject1,the cyclist,nocontext,,1,bike,the cyclist,the cyclist asdafes a,asdafes,a,bike,Does,ride,the cyclist asdafes a bike,Does the cyclist ride a bike?,16,Yes,No,0,0,true,14
5,random,is ujmnking,neutral,he,context1,"in the library, ",1,book,"in the library, he","in the library, he is ujmnking the",is ujmnking,the,book,Is,reading,"in the library, he is ujmnking the book",Is he reading the book?,16,Yes,No,0,0,true,6
6,word2,will beat,subject1,the leader,nocontext,,1,responsibility,the leader,the leader will beat the,will beat,the,responsibility,Will,bear,the leader will beat the responsibility,Will the leader bear the responsibility?,16,Yes,No,0,0,true,9
7,nonword,jeels,neutral,he,context2,"in the waiting line, ",1,orange,"in the waiting line, he","in the waiting line, he jeels an",jeels,an,orange,Does,peel,"in the waiting line, he jeels an orange",Does he peel an orange?,16,Yes,No,0,0,true,3
8,nonword,is vaking,subject1,the photographer,context1,"in the film studio, ",1,photo,"in the film studio, the photographer","in the film studio, the photographer is vaking a",is vaking,a,photo,Is,taking,"in the film studio, the photographer is vaking a photo",Is the photographer taking a photo?,16,Yes,No,0,0,true,2
9,word2_control,surveys,subject1,the visitor,nocontext,,1,door,the visitor,the visitor surveys the,surveys,the,door,Does,pull,the visitor surveys the door,Does the visitor pull the door?,16,Yes,No,0,0,true,15
10,nonword,savg,subject2,the guest,context1,"on the stage in the tavern, ",1,song,"on the stage in the tavern, the guest","on the stage in the tavern, the guest savg the",savg,the,song,Did,sing,"on the stage in the tavern, the guest savg the song",Did the guest sing the song?,16,Yes,No,0,0,true,5
11,word1,saves,subject2,the speculator,context2,"at the post office, ",1,person,"at the post office, the speculator","at the post office, the speculator saves the",saves,the,person,Does,save,"at the post office, the speculator saves the person",Does the speculator save the person?,16,Yes,No,0,0,true,8
12,word1,turns,neutral,he,context1,"outside the apartment entrance, ",1,key,"outside the apartment entrance, he","outside the apartment entrance, he turns the",turns,the,key,Does,turn,"outside the apartment entrance, he turns the key",Does he turn the key?,16,Yes,No,0,0,true,11
13,word1,slipped,neutral,he,nocontext,,1,note,he,he slipped a,slipped,a,note,Did,slip,he slipped a note,Did he slip a note?,16,Yes,No,0,0,true,13
14,word2_control,stretched,subject2,the gymnast,context2,"in the dance studio, ",1,letter,"in the dance studio, the gymnast","in the dance studio, the gymnast stretched his",stretched,his,letter,Did,send,"in the dance studio, the gymnast stretched his letter",Did the gymnast send his letter?,16,Yes,No,0,0,true,4
15,word2_control,creases,subject1,the manager,context2,"in an art class, ",1,meeting,"in an art class, the manager","in an art class, the manager creases a",creases,a,meeting,Does,hold,"in an art class, the manager creases a meeting",Does the manager hold a meeting?,16,Yes,No,0,0,true,7
