item_id,verb_condition,verb,subject_condition,subject,context_condition,context,predicate_condition,predicate,Preamble,prefix,CriticalWord,intervention_simple,continuation,aux,verb_1_o,sentence,question,group_id,answer1,answer2,question_delay,correct_answer,with_question,material_id
1,random,is ajiaeasing,subject2,the gardener,context2,"in the nursery, ",1,bag,"in the nursery, the gardener","in the nursery, the gardener is ajiaeasing the",is ajiaeasing,the,bag,Is,packing,"in the nursery, the gardener is ajiaeasing the bag",Is the gardener packing the bag?,45,Yes,No,0,0,true,10
2,word2_control,is passing,subject2,the bored person,context1,"before the interview, ",1,form,"before the interview, the bored person","before the interview, the bored person is passing the",is passing,the,form,Is,filling,"before the interview, the bored person is passing the form",Is the bored person filling the form?,45,Yes,No,0,0,true,12
3,random,ambdked,neutral,he,nocontext,,1,ball,he,he ambdked the,ambdked,the,ball,Did,kick,he ambdked the ball,Did he kick the ball?,45,Yes,No,0,0,true,1
4,word2_control,conceals,subject1,the cyclist,context2,"on a mission, ",1,bike,"on a mission, the cyclist","on a mission, the cyclist conceals a",conceals,a,bike,Does,ride,"on a mission, the cyclist conceals a bike",Does the cyclist ride a bike?,45,Yes,No,0,0,true,14
5,word2_control,is managing,neutral,he,nocontext,,1,book,he,he is managing the,is managing,the,book,Is,reading,he is managing the book,Is he reading the book?,45,Yes,No,0,0,true,6
6,random,will aasoidjoi,subject1,the leader,context2,"in tomorrow's Olympic game, ",1,responsibility,"in tomorrow's Olympic game, the leader","in tomorrow's Olympic game, the leader will aasoidjoi the",will aasoidjoi,the,responsibility,Will,bear,"in tomorrow's Olympic game, the leader will aasoidjoi the responsibility",Will the leader bear the responsibility?,45,Yes,No,0,0,true,9
7,word2,feels,neutral,he,context1,"in the fruit market, ",1,orange,"in the fruit market, he","in the fruit market, he feels an",feels,an,orange,Does,peel,"in the fruit market, he feels an orange",Does he peel an orange?,45,Yes,No,0,0,true,3
8,word2,is baking,subject1,the photographer,nocontext,,1,photo,the photographer,the photographer is baking a,is baking,a,photo,Is,taking,the photographer is baking a photo,Is the photographer taking a photo?,45,Yes,No,0,0,true,2
9,word1,pulls,subject1,the visitor,context2,"on a game show, ",1,door,"on a game show, the visitor","on a game show, the visitor pulls the",pulls,the,door,Does,pull,"on a game show, the visitor pulls the door",Does the visitor pull the door?,45,Yes,No,0,0,true,15
10,word2,rang,subject2,the guest,nocontext,,1,song,the guest,the guest rang the,rang,the,song,Did,sing,the guest rang the song,Did the guest sing the song?,45,Yes,No,0,0,true,5
11,nonword,savrs,subject2,the speculator,context1,"in that fire, ",1,person,"in that fire, the speculator","in that fire, the speculator savrs the",savrs,the,person,Does,save,"in that fire, the speculator savrs the person",Does the speculator save the person?,45,Yes,No,0,0,true,8
12,nonword,tjrns,neutral,he,nocontext,,1,key,he,he tjrns the,tjrns,the,key,Does,turn,he tjrns the key,Does he turn the key?,45,Yes,No,0,0,true,11
13,nonword,sljpped,neutral,he,context2,"in the casino, ",1,note,"in the casino, he","in the casino, he sljpped a",sljpped,a,note,Did,slip,"in the casino, he sljpped a note",Did he slip a note?,45,Yes,No,0,0,true,13
14,word1,sent,subject2,the gymnast,context1,"at the post office, ",1,letter,"at the post office, the gymnast","at the post office, the gymnast sent his",sent,his,letter,Did,send,"at the post office, the gymnast sent his letter",Did the gymnast send his letter?,45,Yes,No,0,0,true,4
15,word1,holds,subject1,the manager,context1,"on the first day after the Christmas holiday, ",1,meeting,"on the first day after the Christmas holiday, the manager","on the first day after the Christmas holiday, the manager holds a",holds,a,meeting,Does,hold,"on the first day after the Christmas holiday, the manager holds a meeting",Does the manager hold a meeting?,45,Yes,No,0,0,true,7
