item_id,verb_condition,verb,subject_condition,subject,context_condition,context,predicate_condition,predicate,Preamble,prefix,CriticalWord,intervention_simple,continuation,aux,verb_1_o,sentence,question,group_id,answer1,answer2,question_delay,correct_answer,with_question,material_id
1,nonword,is pjcking,subject1,the traveler,context1,"in the hotel, ",1,bag,"in the hotel, the traveler","in the hotel, the traveler is pjcking the",is pjcking,the,bag,Is,packing,"in the hotel, the traveler is pjcking the bag",Is the traveler packing the bag?,32,Yes,No,0,0,True,10
2,word2,is killing,subject1,the applicant,nocontext,,1,form,the applicant,the applicant is killing the,is killing,the,form,Is,filling,the applicant is killing the form,Is the applicant filling the form?,32,Yes,No,0,0,True,12
3,nonword,jicked,subject2,the child with a sweet tooth,context2,"in the restaurant, ",1,ball,"in the restaurant, the child with a sweet tooth","in the restaurant, the child with a sweet tooth jicked the",jicked,the,ball,Did,kick,"in the restaurant, the child with a sweet tooth jicked the ball",Did the child with a sweet tooth kick the ball?,32,Yes,No,0,0,True,1
4,word2,hides,neutral,he,context1,"in the park, ",1,bike,"in the park, he","in the park, he hides a",hides,a,bike,Does,ride,"in the park, he hides a bike",Does he ride a bike?,32,Yes,No,0,0,True,14
5,word2,is leading,subject2,the coach,context2,"after the manager resigned, ",1,book,"after the manager resigned, the coach","after the manager resigned, the coach is leading the",is leading,the,book,Is,reading,"after the manager resigned, the coach is leading the book",Is the coach reading the book?,32,Yes,No,0,0,True,6
6,nonword,will besr,neutral,he,context1,"when confronted by the challenge, ",1,responsibility,"when confronted by the challenge, he","when confronted by the challenge, he will besr the",will besr,the,responsibility,Will,bear,"when confronted by the challenge, he will besr the responsibility",Will he bear the responsibility?,32,Yes,No,0,0,True,9
7,word1,peels,subject2,the man rushing to catch a train,nocontext,,1,orange,the man rushing to catch a train,the man rushing to catch a train peels an,peels,an,orange,Does,peel,the man rushing to catch a train peels an orange,Does the man rushing to catch a train peel an orange?,32,Yes,No,0,0,True,3
8,word1,is taking,neutral,he,context2,"in the kitchen, ",1,photo,"in the kitchen, he","in the kitchen, he is taking a",is taking,a,photo,Is,taking,"in the kitchen, he is taking a photo",Is he taking a photo?,32,Yes,No,0,0,True,2
9,random,hugjds,neutral,he,context1,"at the entrance, ",1,door,"at the entrance, he","at the entrance, he hugjds the",hugjds,the,door,Does,pull,"at the entrance, he hugjds the door",Does he pull the door?,32,Yes,No,0,0,True,15
10,word1,sang,subject1,the troubadour,context2,"arriving at the front desk, ",1,song,"arriving at the front desk, the troubadour","arriving at the front desk, the troubadour sang the",sang,the,song,Did,sing,"arriving at the front desk, the troubadour sang the song",Did the troubadour sing the song?,32,Yes,No,0,0,True,5
11,word2_control,brandishes,subject1,the firefighter,nocontext,,1,person,the firefighter,the firefighter brandishes the,brandishes,the,person,Does,save,the firefighter brandishes the person,Does the firefighter save the person?,32,Yes,No,0,0,True,8
12,word2_control,lights,subject2,the match,context2,"in the darkness, ",1,key,"in the darkness, the match","in the darkness, the match lights the",lights,the,key,Does,turn,"in the darkness, the match lights the key",Does the match turn the key?,32,Yes,No,0,0,True,11
13,word2_control,tossed,subject2,the gambler,context1,"in the exam, ",1,note,"in the exam, the gambler","in the exam, the gambler tossed a",tossed,a,note,Did,slip,"in the exam, the gambler tossed a note",Did the gambler slip a note?,32,Yes,No,0,0,True,13
14,random,asdfaed,subject1,the mailman,nocontext,,1,letter,the mailman,the mailman asdfaed his,asdfaed,his,letter,Did,send,the mailman asdfaed his letter,Did the mailman send his letter?,32,Yes,No,0,0,True,4
15,random,jsaideafs,neutral,he,nocontext,,1,meeting,he,he jsaideafs a,jsaideafs,a,meeting,Does,hold,he jsaideafs a meeting,Does he hold a meeting?,32,Yes,No,0,0,True,7
