item_id,verb_condition,verb,subject_condition,subject,context_condition,context,predicate_condition,predicate,Preamble,prefix,CriticalWord,intervention_simple,continuation,aux,verb_1_o,sentence,question,group_id,answer1,answer2,question_delay,correct_answer,with_question,material_id
1,word1,is packing,neutral,he,context2,"in the nursery, ",1,bag,"in the nursery, he","in the nursery, he is packing the",is packing,the,bag,Is,packing,"in the nursery, he is packing the bag",Is he packing the bag?,3,Yes,No,0,0,True,10
2,nonword,is fillibg,neutral,he,context1,"before the interview, ",1,form,"before the interview, he","before the interview, he is fillibg the",is fillibg,the,form,Is,filling,"before the interview, he is fillibg the form",Is he filling the form?,3,Yes,No,0,0,True,12
3,word1,kicked,subject1,the soccer player,nocontext,,1,ball,the soccer player,the soccer player kicked the,kicked,the,ball,Did,kick,the soccer player kicked the ball,Did the soccer player kick the ball?,3,Yes,No,0,0,True,1
4,nonword,rkdes,subject2,the spy,context2,"on a mission, ",1,bike,"on a mission, the spy","on a mission, the spy rkdes a",rkdes,a,bike,Does,ride,"on a mission, the spy rkdes a bike",Does the spy ride a bike?,3,Yes,No,0,0,True,14
5,nonword,is revding,subject1,the bookworm,nocontext,,1,book,the bookworm,the bookworm is revding the,is revding,the,book,Is,reading,the bookworm is revding the book,Is the bookworm reading the book?,3,Yes,No,0,0,True,6
6,word1,will bear,subject2,the athlete,context2,"in tomorrow's Olympic game, ",1,responsibility,"in tomorrow's Olympic game, the athlete","in tomorrow's Olympic game, the athlete will bear the",will bear,the,responsibility,Will,bear,"in tomorrow's Olympic game, the athlete will bear the responsibility",Will the athlete bear the responsibility?,3,Yes,No,0,0,True,9
7,word2_control,experiences,subject1,the fruit seller,context1,"in the fruit market, ",1,orange,"in the fruit market, the fruit seller","in the fruit market, the fruit seller experiences an",experiences,an,orange,Does,peel,"in the fruit market, the fruit seller experiences an orange",Does the fruit seller peel an orange?,3,Yes,No,0,0,True,3
8,word2_control,is cooking,subject2,the baker,nocontext,,1,photo,the baker,the baker is cooking a,is cooking,a,photo,Is,taking,the baker is cooking a photo,Is the baker taking a photo?,3,Yes,No,0,0,True,2
9,word2,polls,subject2,the host,context2,"on a game show, ",1,door,"on a game show, the host","on a game show, the host polls the",polls,the,door,Does,pull,"on a game show, the host polls the door",Does the host pull the door?,3,Yes,No,0,0,True,15
10,word2_control,pressed,neutral,he,nocontext,,1,song,he,he pressed the,pressed,the,song,Did,sing,he pressed the song,Did he sing the song?,3,Yes,No,0,0,True,5
11,random,jiasodhuos,neutral,he,context1,"in that fire, ",1,person,"in that fire, he","in that fire, he jiasodhuos the",jiasodhuos,the,person,Does,save,"in that fire, he jiasodhuos the person",Does he save the person?,3,Yes,No,0,0,True,8
12,random,jubkls,subject1,the tenant,nocontext,,1,key,the tenant,the tenant jubkls the,jubkls,the,key,Does,turn,the tenant jubkls the key,Does the tenant turn the key?,3,Yes,No,0,0,True,11
13,random,ajifoased,subject1,the student,context2,"in the casino, ",1,note,"in the casino, the student","in the casino, the student ajifoased a",ajifoased,a,note,Did,slip,"in the casino, the student ajifoased a note",Did the student slip a note?,3,Yes,No,0,0,True,13
14,word2,bent,neutral,he,context1,"at the post office, ",1,letter,"at the post office, he","at the post office, he bent his",bent,his,letter,Did,send,"at the post office, he bent his letter",Did he send his letter?,3,Yes,No,0,0,True,4
15,word2,folds,subject2,the artist,context1,"on the first day after the Christmas holiday, ",1,meeting,"on the first day after the Christmas holiday, the artist","on the first day after the Christmas holiday, the artist folds a",folds,a,meeting,Does,hold,"on the first day after the Christmas holiday, the artist folds a meeting",Does the artist hold a meeting?,3,Yes,No,0,0,True,7
