item_id,verb_condition,verb,subject_condition,subject,context_condition,context,predicate_condition,predicate,Preamble,prefix,CriticalWord,intervention_simple,continuation,aux,verb_1_o,sentence,question,group_id,answer1,answer2,question_delay,correct_answer,with_question,material_id
1,word2,is picking,subject1,the traveler,context1,"in the hotel, ",1,bag,"in the hotel, the traveler","in the hotel, the traveler is picking the",is picking,the,bag,Is,packing,"in the hotel, the traveler is picking the bag",Is the traveler packing the bag?,14,Yes,No,0,0,true,10
2,random,is habsdeing,subject1,the applicant,nocontext,,1,form,the applicant,the applicant is habsdeing the,is habsdeing,the,form,Is,filling,the applicant is habsdeing the form,Is the applicant filling the form?,14,Yes,No,0,0,true,12
3,word2,licked,subject2,the child with a sweet tooth,context2,"in the restaurant, ",1,ball,"in the restaurant, the child with a sweet tooth","in the restaurant, the child with a sweet tooth licked the",licked,the,ball,Did,kick,"in the restaurant, the child with a sweet tooth licked the ball",Did the child with a sweet tooth kick the ball?,14,Yes,No,0,0,true,1
4,random,asdafes,neutral,he,context1,"in the park, ",1,bike,"in the park, he","in the park, he asdafes a",asdafes,a,bike,Does,ride,"in the park, he asdafes a bike",Does he ride a bike?,14,Yes,No,0,0,true,14
5,random,is ujmnking,subject2,the coach,context2,"after the manager resigned, ",1,book,"after the manager resigned, the coach","after the manager resigned, the coach is ujmnking the",is ujmnking,the,book,Is,reading,"after the manager resigned, the coach is ujmnking the book",Is the coach reading the book?,14,Yes,No,0,0,true,6
6,word2,will beat,neutral,he,context1,"when confronted by the challenge, ",1,responsibility,"when confronted by the challenge, he","when confronted by the challenge, he will beat the",will beat,the,responsibility,Will,bear,"when confronted by the challenge, he will beat the responsibility",Will he bear the responsibility?,14,Yes,No,0,0,true,9
7,nonword,jeels,subject2,the man rushing to catch a train,nocontext,,1,orange,the man rushing to catch a train,the man rushing to catch a train jeels an,jeels,an,orange,Does,peel,the man rushing to catch a train jeels an orange,Does the man rushing to catch a train peel an orange?,14,Yes,No,0,0,true,3
8,nonword,is vaking,neutral,he,context2,"in the kitchen, ",1,photo,"in the kitchen, he","in the kitchen, he is vaking a",is vaking,a,photo,Is,taking,"in the kitchen, he is vaking a photo",Is he taking a photo?,14,Yes,No,0,0,true,2
9,word2_control,surveys,neutral,he,context1,"at the entrance, ",1,door,"at the entrance, he","at the entrance, he surveys the",surveys,the,door,Does,pull,"at the entrance, he surveys the door",Does he pull the door?,14,Yes,No,0,0,true,15
10,nonword,savg,subject1,the troubadour,context2,"arriving at the front desk, ",1,song,"arriving at the front desk, the troubadour","arriving at the front desk, the troubadour savg the",savg,the,song,Did,sing,"arriving at the front desk, the troubadour savg the song",Did the troubadour sing the song?,14,Yes,No,0,0,true,5
11,word1,saves,subject1,the firefighter,nocontext,,1,person,the firefighter,the firefighter saves the,saves,the,person,Does,save,the firefighter saves the person,Does the firefighter save the person?,14,Yes,No,0,0,true,8
12,word1,turns,subject2,the match,context2,"in the darkness, ",1,key,"in the darkness, the match","in the darkness, the match turns the",turns,the,key,Does,turn,"in the darkness, the match turns the key",Does the match turn the key?,14,Yes,No,0,0,true,11
13,word1,slipped,subject2,the gambler,context1,"in the exam, ",1,note,"in the exam, the gambler","in the exam, the gambler slipped a",slipped,a,note,Did,slip,"in the exam, the gambler slipped a note",Did the gambler slip a note?,14,Yes,No,0,0,true,13
14,word2_control,stretched,subject1,the mailman,nocontext,,1,letter,the mailman,the mailman stretched his,stretched,his,letter,Did,send,the mailman stretched his letter,Did the mailman send his letter?,14,Yes,No,0,0,true,4
15,word2_control,creases,neutral,he,nocontext,,1,meeting,he,he creases a,creases,a,meeting,Does,hold,he creases a meeting,Does he hold a meeting?,14,Yes,No,0,0,true,7
