item_id,verb_condition,verb,subject_condition,subject,context_condition,context,predicate_condition,predicate,Preamble,prefix,CriticalWord,intervention_simple,continuation,aux,verb_1_o,sentence,question,group_id,answer1,answer2,question_delay,correct_answer,with_question,material_id
1,word1,is packing,neutral,he,context1,"in the hotel, ",1,bag,"in the hotel, he","in the hotel, he is packing the",is packing,the,bag,Is,packing,"in the hotel, he is packing the bag",Is he packing the bag?,2,Yes,No,0,0,True,10
2,nonword,is fillibg,neutral,he,nocontext,,1,form,he,he is fillibg the,is fillibg,the,form,Is,filling,he is fillibg the form,Is he filling the form?,2,Yes,No,0,0,True,12
3,word1,kicked,subject1,the soccer player,context2,"in the restaurant, ",1,ball,"in the restaurant, the soccer player","in the restaurant, the soccer player kicked the",kicked,the,ball,Did,kick,"in the restaurant, the soccer player kicked the ball",Did the soccer player kick the ball?,2,Yes,No,0,0,True,1
4,nonword,rkdes,subject2,the spy,context1,"in the park, ",1,bike,"in the park, the spy","in the park, the spy rkdes a",rkdes,a,bike,Does,ride,"in the park, the spy rkdes a bike",Does the spy ride a bike?,2,Yes,No,0,0,True,14
5,nonword,is revding,subject1,the bookworm,context2,"after the manager resigned, ",1,book,"after the manager resigned, the bookworm","after the manager resigned, the bookworm is revding the",is revding,the,book,Is,reading,"after the manager resigned, the bookworm is revding the book",Is the bookworm reading the book?,2,Yes,No,0,0,True,6
6,word1,will bear,subject2,the athlete,context1,"when confronted by the challenge, ",1,responsibility,"when confronted by the challenge, the athlete","when confronted by the challenge, the athlete will bear the",will bear,the,responsibility,Will,bear,"when confronted by the challenge, the athlete will bear the responsibility",Will the athlete bear the responsibility?,2,Yes,No,0,0,True,9
7,word2_control,experiences,subject1,the fruit seller,nocontext,,1,orange,the fruit seller,the fruit seller experiences an,experiences,an,orange,Does,peel,the fruit seller experiences an orange,Does the fruit seller peel an orange?,2,Yes,No,0,0,True,3
8,word2_control,is cooking,subject2,the baker,context2,"in the kitchen, ",1,photo,"in the kitchen, the baker","in the kitchen, the baker is cooking a",is cooking,a,photo,Is,taking,"in the kitchen, the baker is cooking a photo",Is the baker taking a photo?,2,Yes,No,0,0,True,2
9,word2,polls,subject2,the host,context1,"at the entrance, ",1,door,"at the entrance, the host","at the entrance, the host polls the",polls,the,door,Does,pull,"at the entrance, the host polls the door",Does the host pull the door?,2,Yes,No,0,0,True,15
10,word2_control,pressed,neutral,he,context2,"arriving at the front desk, ",1,song,"arriving at the front desk, he","arriving at the front desk, he pressed the",pressed,the,song,Did,sing,"arriving at the front desk, he pressed the song",Did he sing the song?,2,Yes,No,0,0,True,5
11,random,jiasodhuos,neutral,he,nocontext,,1,person,he,he jiasodhuos the,jiasodhuos,the,person,Does,save,he jiasodhuos the person,Does he save the person?,2,Yes,No,0,0,True,8
12,random,jubkls,subject1,the tenant,context2,"in the darkness, ",1,key,"in the darkness, the tenant","in the darkness, the tenant jubkls the",jubkls,the,key,Does,turn,"in the darkness, the tenant jubkls the key",Does the tenant turn the key?,2,Yes,No,0,0,True,11
13,random,ajifoased,subject1,the student,context1,"in the exam, ",1,note,"in the exam, the student","in the exam, the student ajifoased a",ajifoased,a,note,Did,slip,"in the exam, the student ajifoased a note",Did the student slip a note?,2,Yes,No,0,0,True,13
14,word2,bent,neutral,he,nocontext,,1,letter,he,he bent his,bent,his,letter,Did,send,he bent his letter,Did he send his letter?,2,Yes,No,0,0,True,4
15,word2,folds,subject2,the artist,nocontext,,1,meeting,the artist,the artist folds a,folds,a,meeting,Does,hold,the artist folds a meeting,Does the artist hold a meeting?,2,Yes,No,0,0,True,7
